Wash up a sheet-fed offset printing press,365,Unit,6,3,5,Registered,Current,Manufacturing,Printing,Printing - Sheet-Fed
Employ customer service techniques to accommodate customer behavioural styles in a workplace,376,Unit,8,3,2,Registered,Current,Service Sector,Service Sector Skills,Service Delivery
Demonstrate knowledge of diversity in workplaces,377,Unit,8,2,2,Registered,Current,Core Generic,Core Generic,Work and Study Skills
Provide customer service for international visitors,378,Unit,8,3,3,Registered,Current,Service Sector,Service Sector Skills,Service Delivery
Carry out appraisal of a vehicle or machine in the automotive industry,380,Unit,5,4,4,Registered,Current,Engineering and Technology,Motor Industry,Automotive Administration
Store a vehicle or machine,381,Unit,5,3,3,Expiring,Current,Engineering and Technology,Motor Industry,Automotive Preventive Maintenance
"Demonstrate knowledge of payment types, and carry out office procedures in an automotive company",382,Unit,6,3,4,Expiring,Current,Engineering and Technology,Motor Industry,Automotive Administration
Demonstrate knowledge of purchasing and storing automotive parts and accessories,383,Unit,6,3,3,Registered,Current,Engineering and Technology,Motor Industry,Automotive Sales
Sell automotive products,385,Unit,6,3,4,Expiring,Current,Engineering and Technology,Motor Industry,Automotive Sales
"Demonstrate knowledge of stock ordering, and maintain stock for an automotive business",387,Unit,6,3,6,Expiring,Current,Engineering and Technology,Motor Industry,Automotive Administration
"Prepare a quotation for the supply of an automotive product, repair, or service",391,Unit,6,3,3,Expiring,Current,Engineering and Technology,Motor Industry,Automotive Administration
Maintain automotive stock and plant security,392,Unit,7,2,2,Expiring,Current,Engineering and Technology,Motor Industry,Automotive Administration
Carry out automotive service station forecourt duties,393,Unit,4,3,5,Registered,Current,Engineering and Technology,Motor Industry,Automotive Sales
Carry out a motor vehicle sales presentation,394,Unit,4,4,4,Registered,Current,Engineering and Technology,Motor Industry,Automotive Sales
Interpret legislation relevant to motor vehicle sales,397,Unit,4,4,6,Registered,Current,Engineering and Technology,Motor Industry,Automotive Sales
Interpret warranties and guarantees that apply to the automotive industry,398,Unit,6,4,2,Expiring,Current,Engineering and Technology,Motor Industry,Automotive Administration
Detail and groom a vehicle,399,Unit,5,2,4,Registered,Current,Engineering and Technology,Motor Industry,Vehicle Bodywork
Demonstrate knowledge of the retail sector in New Zealand,402,Unit,6,2,2,Registered,Current,Service Sector,"Retail, Distribution, and Sales",Retail and Distribution Core Skills
"Prepare, package, and price goods for sale",404,Unit,4,2,2,Registered,Current,Service Sector,"Retail, Distribution, and Sales",Stock Control
Demonstrate knowledge of consumerism,405,Unit,9,2,3,Registered,Current,Service Sector,"Retail, Distribution, and Sales",Retail and Distribution Core Skills
Plan merchandising in a retail or distribution environment,409,Unit,3,4,3,Registered,Current,Service Sector,"Retail, Distribution, and Sales",Merchandising and Marketing
Develop a plan for the layout of a retail or distribution operation,410,Unit,3,4,4,Registered,Current,Service Sector,"Retail, Distribution, and Sales",Retail and Distribution Management
Manage credit facilities in a retail or distribution environment,413,Unit,4,4,3,Registered,Current,Service Sector,"Retail, Distribution, and Sales",Retail and Distribution Management
Create window displays in a retail or distribution environment,420,Unit,4,3,3,Registered,Current,Service Sector,"Retail, Distribution, and Sales",Merchandising and Marketing
Create in-store displays in a retail environment,422,Unit,4,3,3,Registered,Current,Service Sector,"Retail, Distribution, and Sales",Merchandising and Marketing
Work with helicopters,423,Unit,7,3,3,Registered,Current,Service Sector,Aviation,Aircraft Operation
Assess and manage an emergency care situation during an outdoor recreation activity,424,Unit,8,3,5,Registered,Current,Community and Social Services,Outdoor Recreation,Outdoor First Aid
Experience day tramps,425,Unit,6,2,3,Registered,Current,Community and Social Services,Outdoor Recreation,Tramping
Experience camping,426,Unit,6,2,3,Registered,Current,Community and Social Services,Outdoor Recreation,Tramping
Cross rivers,427,Unit,7,3,2,Registered,Current,Community and Social Services,Outdoor Recreation,Tramping
Demonstrate tramping skills for multi-night tramping as a member of a group,428,Unit,8,3,15,Registered,Current,Community and Social Services,Outdoor Recreation,Outdoor Experiences
Demonstrate bush survival skills,430,Unit,7,3,3,Registered,Current,Community and Social Services,Outdoor Recreation,Tramping
Navigate in good visibility on land,431,Unit,6,2,3,Registered,Current,Community and Social Services,Outdoor Recreation,Outdoor Navigation
Navigate in poor visibility on land,432,Unit,7,4,5,Registered,Current,Community and Social Services,Outdoor Recreation,Outdoor Navigation
"Participate in building, and camping overnight in, a snow shelter",438,Unit,6,2,2,Registered,Current,Community and Social Services,Outdoor Recreation,Mountain Craft
Demonstrate overnight expedition skills in a mountain environment,439,Unit,7,3,8,Registered,Current,Community and Social Services,Outdoor Recreation,Mountain Craft
Demonstrate basic rock climbing movement,444,Unit,7,2,1,Registered,Current,Community and Social Services,Outdoor Recreation,Rock Climbing
Demonstrate lead climbing skills on multi-pitch rock climbs,447,Unit,9,4,12,Expiring,Current,Community and Social Services,Outdoor Recreation,Rock Climbing
Experience a caving trip,448,Unit,6,1,1,Registered,Current,Community and Social Services,Outdoor Recreation,Caving
Develop a personal and professional philosophy for the outdoors,455,Unit,7,4,1,Expiring,Current,Community and Social Services,Outdoor Recreation,Outdoor Management
Mountain bike on intermediate to expert terrain,457,Unit,6,2,2,Registered,Current,Community and Social Services,Outdoor Recreation,Mountain Biking
Complete a cycle tour,459,Unit,6,2,3,Registered,Current,Community and Social Services,Outdoor Recreation,Cycle Touring
Windsurf in winds of less than 10 knots and a chop of less than 40cm,460,Unit,6,2,3,Registered,Current,Community and Social Services,Outdoor Recreation,Windsurfing
Demonstrate windsurfing techniques on a longboard,461,Unit,7,3,4,Registered,Current,Community and Social Services,Outdoor Recreation,Windsurfing
Demonstrate shortboard sailing techniques,462,Unit,7,3,5,Registered,Current,Community and Social Services,Outdoor Recreation,Windsurfing
Demonstrate slalom windsurfing techniques,463,Unit,7,4,4,Registered,Current,Community and Social Services,Outdoor Recreation,Windsurfing
Demonstrate wave-sailing techniques on a shortboard,464,Unit,7,4,10,Registered,Current,Community and Social Services,Outdoor Recreation,Windsurfing
Demonstrate personal and social development through participation in adventure based learning,467,Unit,5,2,3,Registered,Current,Community and Social Services,Outdoor Recreation,Adventure Based Learning
Assist in facilitation of an adventure based learning programme for the development of the participants,468,Unit,5,3,6,Registered,Current,Community and Social Services,Outdoor Recreation,Adventure Based Learning
Demonstrate personal and social development through participation in a low ropes course programme,470,Unit,5,2,3,Registered,Current,Community and Social Services,Outdoor Recreation,Adventure Based Learning
Assist in facilitation of a low ropes course programme for the development of the participants,471,Unit,5,3,6,Registered,Current,Community and Social Services,Outdoor Recreation,Adventure Based Learning
Demonstrate personal and social development through participation in a high ropes course programme,473,Unit,6,2,3,Registered,Current,Community and Social Services,Outdoor Recreation,Adventure Based Learning
Assist in facilitation of a high ropes course programme for the development of the participants,474,Unit,7,3,6,Expiring,Current,Community and Social Services,Outdoor Recreation,Adventure Based Learning
Roll a kayak,476,Unit,6,2,2,Registered,Current,Community and Social Services,Outdoor Recreation,Canoeing - Kayaking
Roll a decked open canoe,480,Unit,6,2,1,Registered,Current,Community and Social Services,Outdoor Recreation,Canoeing - Kayaking
Demonstrate rafting skills on sheltered or slow-moving water,485,Unit,7,2,3,Registered,Current,Community and Social Services,Outdoor Recreation,Rafting
Demonstrate sea kayaking skills on sheltered or slow-moving water,489,Unit,7,2,3,Registered,Current,Community and Social Services,Outdoor Recreation,Canoeing - Kayaking
"Produce, implement, and reflect on a plan to improve own personal wellbeing",496,Unit,10,1,3,Registered,Current,Core Generic,Core Generic,Self-Management
Demonstrate knowledge of workplace health and safety requirements,497,Unit,10,1,3,Registered,Current,Health,Occupational Health and Safety,Occupational Health and Safety Practice
Produce a CV (curriculum vitae),504,Unit,8,1,2,Registered,Current,Core Generic,Core Generic,Work and Study Skills
Manage personal physical fitness with guidance,505,Unit,6,1,3,Registered,Current,Community and Social Services,Fitness,Fitness Education
Recognise sexual harassment and describe ways of responding,525,Unit,10,2,3,Registered,Current,Core Generic,Core Generic,Social and Cooperative Skills
Describe community agencies and services provided,526,Unit,7,1,2,Registered,Current,Core Generic,Core Generic,Social and Cooperative Skills
Demonstrate survival techniques for a Civil Defence emergency,528,Unit,7,2,3,Registered,Current,Community and Social Services,Civil Defence,Civil Defence Operation
Recognise discrimination and describe ways of responding,542,Unit,7,2,3,Registered,Current,Core Generic,Core Generic,Social and Cooperative Skills
Work in a new workplace,543,Unit,8,1,3,Registered,Current,Core Generic,Core Generic,Work and Study Skills
Demonstrate knowledge of the impact of alcohol and other drugs,548,Unit,9,1,3,Registered,Current,Core Generic,Core Generic,Self-Management
Demonstrate knowledge of the aluminium joinery industry,550,Unit,5,2,8,Registered,Current,Manufacturing,Joinery,Architectural Aluminium Joinery
"Store, handle and check aluminium joinery extrusions and components",551,Unit,5,3,5,Registered,Current,Manufacturing,Joinery,Architectural Aluminium Joinery
Assemble aluminium joinery products,554,Unit,5,3,15,Registered,Current,Manufacturing,Joinery,Architectural Aluminium Joinery
Prepare and fit reveals for aluminium joinery products,555,Unit,5,3,8,Registered,Current,Manufacturing,Joinery,Architectural Aluminium Joinery
Glaze aluminium joinery products,556,Unit,4,3,10,Registered,Current,Planning and Construction,Construction Trades,Architectural Aluminium Joinery
"Check, store, load and despatch finished aluminium joinery products",557,Unit,5,3,5,Registered,Current,Manufacturing,Joinery,Architectural Aluminium Joinery
Produce quotations for aluminium joinery products,558,Unit,5,4,15,Registered,Current,Manufacturing,Joinery,Architectural Aluminium Joinery
"Install, dismantle, and store temporary electric fences",561,Unit,5,2,2,Registered,Current,"Agriculture, Forestry and Fisheries",Agriculture,Fencing
Demonstrate knowledge of wool production,571,Unit,4,3,5,Registered,Current,"Agriculture, Forestry and Fisheries",Agriculture,Sheep Farming
Demonstrate knowledge of electric fencing components and systems,572,Unit,4,3,5,Registered,Current,"Agriculture, Forestry and Fisheries",Agriculture,Fencing
"Construct, energize, and test permanent electric fences",573,Unit,4,3,10,Registered,Current,"Agriculture, Forestry and Fisheries",Agriculture,Fencing
Prepare and harvest hay or silage,574,Unit,4,3,5,Registered,Current,"Agriculture, Forestry and Fisheries",Agriculture,Farming Skills
Use and care for farm horses,575,Unit,5,3,10,Registered,Current,"Agriculture, Forestry and Fisheries",Agriculture,Farming Skills
Demonstrate knowledge of a specific landbased primary industry,576,Unit,4,3,4,Registered,Current,"Agriculture, Forestry and Fisheries",Agriculture,General Agriculture
Dag and crutch sheep with prepared equipment,577,Unit,6,2,5,Expiring,Current,"Agriculture, Forestry and Fisheries",Agriculture,Sheep Farming
Kill and prepare a sheep for dog food,578,Unit,4,3,5,Registered,Current,"Agriculture, Forestry and Fisheries",Agriculture,Sheep Farming
Dock and treat lambs,581,Unit,4,3,4,Registered,Current,"Agriculture, Forestry and Fisheries",Agriculture,Sheep Farming
Handle livestock when moving and drafting and when livestock are distressed,582,Unit,4,3,6,Registered,Current,"Agriculture, Forestry and Fisheries",Agriculture,Farming Skills
Demonstrate knowledge of livestock effluent management,584,Unit,4,4,4,Registered,Current,"Agriculture, Forestry and Fisheries",Agriculture,Farming Skills
Weld wide bandsaws,652,Unit,6,4,15,Registered,Current,Manufacturing,Solid Wood Manufacturing,Saw Doctoring
Bench bandsaws,653,Unit,6,4,20,Registered,Current,Manufacturing,Solid Wood Manufacturing,Saw Doctoring
Bench circular saws,654,Unit,6,4,20,Registered,Current,Manufacturing,Solid Wood Manufacturing,Saw Doctoring
Swage and shape a saw,655,Unit,6,4,10,Registered,Current,Manufacturing,Solid Wood Manufacturing,Saw Doctoring
Set circular saws,656,Unit,5,2,3,Registered,Current,Manufacturing,Solid Wood Manufacturing,Saw Doctoring
Grind and hone straight knives and anvils,662,Unit,5,3,5,Registered,Current,Manufacturing,Solid Wood Manufacturing,Saw Doctoring
Demonstrate knowledge of grinding wheels and fluids,669,Unit,7,2,5,Registered,Current,Manufacturing,Solid Wood Manufacturing,Saw Doctoring
Maintain a wood chipping machine,670,Unit,5,4,10,Registered,Current,Manufacturing,Solid Wood Manufacturing,Saw Doctoring
Maintain and align bandsaw centre,672,Unit,6,4,15,Registered,Current,Manufacturing,Solid Wood Manufacturing,Saw Doctoring
Maintain and align circular saw centre,673,Unit,6,4,15,Registered,Current,Manufacturing,Solid Wood Manufacturing,Saw Doctoring
Grind bandwheels,674,Unit,6,4,10,Registered,Current,Manufacturing,Solid Wood Manufacturing,Saw Doctoring
Set up a timber planer for dress four sides,675,Unit,5,3,20,Registered,Current,Manufacturing,Solid Wood Manufacturing,Timber Machining
Set up timber planer for profile,676,Unit,6,4,30,Registered,Current,Manufacturing,Solid Wood Manufacturing,Timber Machining
"Feed and tail out a planer, and monitor planer performance",678,Unit,6,3,5,Registered,Current,Manufacturing,Solid Wood Manufacturing,Timber Machining
Joint straight cutters,681,Unit,6,3,5,Registered,Current,Manufacturing,Solid Wood Manufacturing,Timber Machining
Joint profile cutters,682,Unit,6,3,5,Registered,Current,Manufacturing,Solid Wood Manufacturing,Timber Machining
Grind and hone straight cutters,684,Unit,6,3,5,Registered,Current,Manufacturing,Solid Wood Manufacturing,Timber Machining
Grind and hone straight cutters in-head,685,Unit,6,3,3,Expiring,Current,Manufacturing,Solid Wood Manufacturing,Timber Machining
Make profile cutter templates,688,Unit,7,4,15,Registered,Current,Manufacturing,Solid Wood Manufacturing,Timber Machining
Set cutters into cutterheads,689,Unit,6,3,10,Registered,Current,Manufacturing,Solid Wood Manufacturing,Timber Machining
Make straight cutters,690,Unit,6,2,3,Registered,Current,Manufacturing,Solid Wood Manufacturing,Timber Machining
Dry wood furnish for composite panels manufacture,694,Unit,7,4,5,Registered,Current,Manufacturing,Wood Fibre Manufacturing,Composite Wood Panel Manufacturing
Apply bonding agents for wood panel manufacture,695,Unit,8,4,5,Registered,Current,Manufacturing,Wood Manufacturing - Generic Skills,Wood Panel Manufacturing Skills
Form wood furnish for pressing into wood panels,696,Unit,9,4,10,Registered,Current,Manufacturing,Wood Manufacturing - Generic Skills,Wood Panel Manufacturing Skills
Press formed wood furnish into composite panels,697,Unit,8,4,20,Registered,Current,Manufacturing,Wood Fibre Manufacturing,Composite Wood Panel Manufacturing
Saw wood panels using a panel saw system,698,Unit,9,3,10,Registered,Current,Manufacturing,Wood Manufacturing - Generic Skills,Wood Panel Manufacturing Skills
Sand wood panels using a panel sanding system,699,Unit,8,4,10,Registered,Current,Manufacturing,Wood Manufacturing - Generic Skills,Wood Panel Manufacturing Skills
Grade wood panels visually,700,Unit,9,3,5,Registered,Current,Manufacturing,Wood Manufacturing - Generic Skills,Wood Panel Manufacturing Skills
Test wood panels and constituent materials,701,Unit,8,4,10,Registered,Current,Manufacturing,Wood Manufacturing - Generic Skills,Wood Panel Manufacturing Skills
